CEPI,CEPF,UF,REGIÃO,PRAZO(DIAS ÚTEIS),5,10,20,30,40,50,60,70,100,150,200,VALOR EXCEDENTE,FRETE VALOR SOBRE A NOTA(%),GRIS MÍNIMO,GRIS MÁXIMO,GRIS(%)
78195000,78199999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78540000,78542999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78680000,78684999,MT,MTI2,19,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78500000,78504999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78335000,78337999,MT,MTI,14,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78310000,78318999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78652000,78654999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78254000,78254999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78330000,78334999,MT,MTI,14,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78000001,78109999,MT,MTC,6,"33,25","33,25","43,55","49,65","66,04","66,04","82,54","82,54","105,65","148,98","189,21","0,95","0,50%","5,18",,"0,20%"
78237000,78239999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78380000,78389999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78400000,78401999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78402001,78409999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78830000,78834999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78885000,78886999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78290000,78292999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78875000,78879999,MT,MTI2,11,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78620000,78624999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78293000,78294999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78520000,78524999,MT,MTI,12,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78760000,78769999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78295000,78299999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78578000,78578999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78579000,78579999,MT,MTI,12,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78510000,78514999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78790000,78794999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78820000,78829999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78490000,78499999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78255000,78259999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78575000,78577999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78320000,78324999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78340000,78344999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78810000,78815999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78816001,78819999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78278000,78279999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78455000,78459999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78660000,78662999,MT,MTI,18,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78535000,78539999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78525000,78527999,MT,MTI,12,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78280000,78284999,MT,MTI,6,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78460000,78469999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78430000,78434999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78170000,78174999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78565000,78569999,MT,MTI,13,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78860000,78869999,MT,MTI,12,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78515000,78519999,MT,MTI,12,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78508000,78509999,MT,MTI,13,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78243000,78244999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78415000,78419999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78445000,78449999,MT,MTI,14,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78593000,78594999,MT,MTI,13,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78450000,78452999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78638000,78639999,MT,MTI2,10,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78370000,78379999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78548000,78549999,MT,MTI,14,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78888000,78889999,MT,MTI,12,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78690000,78694999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78402000,78402000,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78570000,78572999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78528000,78529999,MT,MTI,15,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78674000,78674999,MT,MTI2,21,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78625000,78627999,MT,MTI2,11,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78590000,78592999,MT,MTI,13,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78870000,78874999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78795000,78799999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78530000,78534999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78855000,78859999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78175000,78179999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78698000,78699999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78610000,78612999,MT,MTI2,11,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78250000,78252999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78655000,78657999,MT,MTI2,11,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78560000,78562999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78240000,78242999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78398000,78399999,MT,MTI,22,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78800000,78802999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78803001,78809999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78850000,78854999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78643000,78644999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78265000,78269999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78675000,78677999,MT,MTI,7,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78613000,78614999,MT,MTI2,12,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78275000,78277999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78338000,78339999,MT,MTI,16,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78700001,78759999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78470000,78479999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78270000,78274999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78545000,78547999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78664000,78664999,MT,MTI2,10,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78816000,78816000,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78453000,78454999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78650000,78651999,MT,MTI2,15,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78425000,78429999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78628000,78629999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78180000,78189999,MT,MTI,13,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78670000,78673999,MT,MTI2,13,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78773000,78774999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78435000,78444999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78663000,78663999,MT,MTI2,12,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78285000,78289999,MT,MTI,4,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78835000,78839999,MT,MTI,11,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78365000,78369999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78668000,78669999,MT,MTI2,13,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78550001,78559999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78890000,78899999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78563000,78564999,MT,MTI,13,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78300000,78309999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78573000,78574999,MT,MTI,10,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78505000,78507999,MT,MTI,12,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78775000,78779999,MT,MTI,30,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78695000,78697999,MT,MTI2,10,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
78543000,78544999,MT,MTI,12,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78253000,78253999,MT,MTI,8,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78110001,78169999,MT,MTC,6,"33,25","33,25","43,55","49,65","66,04","66,04","82,54","82,54","105,65","148,98","189,21","0,95","0,50%","5,18",,"0,20%"
78880000,78884999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78245000,78249999,MT,MTI,9,"52,63","52,63","69,17","78,95","105,26","105,26","131,58","131,58","168,43","236,85","300,76","1,51","0,50%","5,18",,"0,20%"
78645000,78649999,MT,MTI2,12,"94,02","94,02","123,57","141,03","188,05","188,05","235,05","235,05","300,86","423,09","537,26","2,69","0,50%","5,18",,"0,20%"
79000001,79129999,MS,MSC,6,"31,45","31,45","41,20","46,97","62,47","62,47","78,08","78,08","99,96","140,94","178,99","0,89","0,50%","5,18",,"0,20%"
79130000,79139999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79140000,79149999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79150000,79169999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79170000,79179999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79180000,79189999,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79190000,79199999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79200000,79209999,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79210000,79214999,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79215000,79219999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79220000,79229999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79230000,79239999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79240000,79259999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79260000,79269999,MS,MSI,12,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79270000,79279999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79280000,79289999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79290000,79299999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79300000,79358999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79359000,79359000,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79359001,79369999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79370000,79379999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79380000,79389999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79390000,79399999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79400000,79409999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79410000,79414999,MS,MSI,6,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79415000,79419999,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79420000,79427999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79428000,79429999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79430000,79439999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79440000,79449999,MS,MSI,6,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79450000,79459999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79460000,79469999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79470000,79479999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79480000,79489999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79490000,79499999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79500000,79507999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79508000,79508000,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79508001,79529999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79530000,79539999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79540000,79549999,MS,MSI,12,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79550000,79551999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79552000,79552000,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79552001,79555999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79556000,79559999,MS,MSI,12,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79560000,79569999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79570000,79579999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79580000,79589999,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79590000,79599999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
