CEPI,CEPF,UF,REGIÃO,PRAZO(DIAS ÚTEIS),5,10,20,30,40,50,60,70,100,150,200,VALOR EXCEDENTE,FRETE VALOR SOBRE A NOTA(%),GRIS MÍNIMO,GRIS MÁXIMO,GRIS(%)
79600001,79669999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79670000,79679999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79680000,79689999,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79690000,79699999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79700000,79701999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79702000,79702000,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79702001,79709999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79710000,79719999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79720000,79729999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79730000,79739999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79740000,79741999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79742000,79742000,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79742001,79744999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79745000,79749999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79750000,79759999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79760000,79764999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79765000,79769999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79770000,79779999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79780000,79784999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79785000,79789999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79790000,79799999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79800000,79875999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79876000,79876000,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79876001,79879999,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79880000,79889999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79890000,79893999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79894000,79894000,MS,MSI,8,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79894001,79899999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79900001,79909999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79910000,79919999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79920000,79924999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79925000,79929999,MS,MSI,11,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79930000,79934999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79935000,79939999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79940000,79941999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79942000,79942000,MS,MSI,7,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79942001,79949999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79950000,79954999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79955000,79959999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79960000,79964999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79965000,79969999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79970000,79974999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79975000,79979999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79980000,79984999,MS,MSI,10,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79985000,79989999,MS,MSI,14,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79990000,79994999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
79995000,79999999,MS,MSI,9,"38,85","38,85","50,89","58,02","77,17","77,17","96,46","96,46","123,48","174,09","221,10","1,11","0,50%","5,18",,"0,20%"
