CEPI,CEPF,PRAZO(DIAS ÚTEIS),FRETE TOTAL MÍNIMO,5.000,10.000,15.000,20.000,30.000,40.000,50.000,60.000,70.000,80.000,90.000,100.000,VALOR EXCEDENTE,FRETE VALOR SOBRE A NOTA(%),GRIS MÍNIMO,GRIS(%),FAIXA INICIAL DE GRIS,TAS VALOR FIXO,FAIXA INICIAL DE COLETA,FAIXA FINAL DE COLETA,FAIXA INICIAL DE ENTREGA,SECCAT VALOR FIXO,SEGURO MÍNIMO,SEGURO(%),FAIXA INICIAL DE CTE,FAIXA FINAL DE CTE,PEDÁGIO VALOR FIXO,PEDÁGIO FRAÇÃO A CADA x KG
16260000,16264999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16265000,16269999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16270000,16289999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16290000,16299999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16300001,16309999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16310000,16339999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16340000,16349999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"53,2784","11,51","0,5",0,0,"4,96",100
16350000,16359999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16360000,16369999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16370000,16399999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16400001,16429999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16430000,16439999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16440000,16449999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16450000,16479999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16480001,16499999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16500001,16569999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16570000,16599999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16600001,16639999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16640001,16649999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16650001,16659999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16660001,16669999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16670000,16679999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16680000,16699999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16700000,16749999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16750000,16789999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16790000,16799999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16800000,16849999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16850000,16879999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16880000,16899999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16900001,16919999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16920000,16939999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16940000,16949999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"53,2784","11,51","0,5",0,0,"4,96",100
16950000,16979999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
16980000,16999999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17000001,17119999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17120001,17149999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17150001,17159999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17160001,17179999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17180001,17189999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17190001,17199999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17200001,17229999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17230001,17239999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17240001,17249999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17250001,17259999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17260001,17269999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17270001,17279999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17280000,17289999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17290001,17299999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17300001,17319999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17320001,17339999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17340000,17349999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17350000,17359999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17360000,17369999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17370001,17379999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"53,2784","11,51","0,5",0,0,"4,96",100
17380000,17399999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17400000,17409999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17410001,17419999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17420001,17429999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17430001,17439999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17440001,17449999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17450001,17459999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17460001,17469999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17470000,17474999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17475001,17479999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17480001,17489999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17490001,17499999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17500001,17539999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17540001,17549999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17550000,17559999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17560001,17569999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17570000,17579999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17580001,17589999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17590000,17599999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17600001,17629999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17630000,17649999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17650000,17669999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17670000,17679999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17680000,17689999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17690000,17699999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17700000,17709999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17710000,17719999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17720000,17729999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17730000,17739999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17740000,17759999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17760000,17779999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17780000,17789999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17790000,17799999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17800000,17809999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17810000,17829999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17830000,17859999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17860000,17869999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17870000,17879999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17880000,17889999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17890000,17899999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17900000,17919999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17920000,17929999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17930000,17939999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17940000,17949999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17950000,17959999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17960000,17969999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17970000,17979999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
17980000,17989999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"53,2784","11,51","0,5",0,0,"4,96",100
17990000,17999999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"53,2784","11,51","0,5",0,0,"4,96",100
18000001,18109999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18110001,18119999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18120000,18124999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18125000,18129999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18130001,18146999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18147000,18149999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
18150000,18159999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18160000,18169999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18170000,18179999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18180000,18184999,8,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18185000,18189999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18190000,18194999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18195000,18199999,6,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18200001,18219999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18220000,18224999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18225000,18229999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18230000,18239999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18240000,18244999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18245000,18249999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18250000,18254999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18255000,18259999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18260000,18264999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18265000,18269999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18270001,18284999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18285000,18289999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18290000,18299999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18300001,18309999,4,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18310000,18314999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18315000,18319999,7,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
18320000,18324999,5,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,0,"11,51","0,5",0,0,"4,96",100
