CEPI,CEPF,PRAZO(DIAS ÚTEIS),FRETE TOTAL MÍNIMO,5.000,10.000,15.000,20.000,30.000,40.000,50.000,60.000,70.000,80.000,90.000,100.000,VALOR EXCEDENTE,FRETE VALOR SOBRE A NOTA(%),GRIS MÍNIMO,GRIS(%),FAIXA INICIAL DE GRIS,TAS VALOR FIXO,FAIXA INICIAL DE COLETA,FAIXA FINAL DE COLETA,FAIXA INICIAL DE ENTREGA,SECCAT VALOR FIXO,SEGURO MÍNIMO,SEGURO(%),FAIXA INICIAL DE CTE,FAIXA FINAL DE CTE,PEDÁGIO VALOR FIXO,PEDÁGIO FRAÇÃO A CADA x KG
5417120,5417130,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5417131,5417139,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5417140,5417140,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5417141,5417999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5418000,5432050,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5432051,5432059,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5432060,5432060,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5432061,5432069,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5432070,5432070,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5432071,5432081,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5432082,5432082,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5432083,5432999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5433000,5434090,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5434091,5434999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5435000,5435902,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5435903,5435999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5436000,5436180,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5436181,5436999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5437000,5438902,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5438903,5438999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5439000,5439145,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5439146,5439999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5440000,5442906,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5442907,5443070,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5443071,5443079,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5443080,5443080,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5443081,5443089,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5443090,5445918,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5445919,5445999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5446000,5446900,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5446901,5446999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5447000,5447180,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5447181,5447189,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5447190,5447190,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5447191,5447999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5448000,5450001,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5450002,5450009,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5450010,5450011,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5450012,5450019,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5450020,5452020,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5452021,5452029,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5452030,5452030,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5452031,5452039,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5452040,5453060,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5453061,5453069,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5453070,5453070,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5453071,5453899,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5453900,5453903,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5453904,5453999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5454000,5454020,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5454021,5454029,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5454030,5454030,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5454031,5454039,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5454040,5455902,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5455903,5457999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5458000,5467110,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5467111,5467999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5468000,5468130,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5468131,5468139,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5468140,5468905,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5468906,5468908,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5468909,5468909,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5468910,5468919,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5468920,5468999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5469000,5469000,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5469001,5469004,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5469005,5469005,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5469006,5469009,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5469010,5471040,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5471041,5471999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5472000,5477903,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5477904,5832179,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832180,5832190,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832191,5832199,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832200,5832220,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832221,5832229,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832230,5832230,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832231,5832239,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832240,5832250,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832251,5832259,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832260,5832270,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832271,5832279,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832280,5832290,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832291,5832299,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832300,5832310,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832311,5832319,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832320,5832320,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832321,5832329,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832330,5832340,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832341,5832349,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5832350,5832350,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5832351,5832999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833000,5833010,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833011,5833019,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833020,5833020,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833021,5833029,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833030,5833040,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833041,5833049,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833050,5833230,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833231,5833239,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833240,5833240,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833241,5833249,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833250,5833250,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833251,5833259,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833260,5833260,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833261,5833269,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833270,5833280,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833281,5833289,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833290,5833290,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833291,5833299,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833300,5833300,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833301,5833309,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833310,5833310,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833311,5833319,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5833320,5833400,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5833401,5834019,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5834020,5834020,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5834021,5834119,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5834120,5834120,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5834121,5834999,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
5835000,5835003,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5835004,5835004,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5835005,5835005,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5835006,5835006,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,"1000,01",1500,"1500,01","24,75","11,51","0,5","0,01",100,"4,96",100
5835007,5835009,3,,"23,41","29,26",0,"36,65","39,87",0,"47,18",0,"53,49",0,0,"120,29","5,72",0,"1,36","0,23",10000,0,0,0,0,"24,75","11,51","0,5",0,0,"4,96",100
