CEPI,CEPF,PRAZO(DIAS ÚTEIS),FRETE TOTAL MÍNIMO,10.000,20.000,40.000,60.000,70.000,100.000,VALOR EXCEDENTE,FRETE VALOR SOBRE A NOTA(%),GRIS MÍNIMO,GRIS(%),TRT MÍNIMO,TRT(%),FAIXA INICIAL DE ENTREGA,OUTRA TAXA VALOR FIXO,TDE VALOR FIXO,PEDÁGIO VALOR FIXO,PEDÁGIO FRAÇÃO A CADA x KG,CTE VALOR FIXO
28500000,28539999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28540000,28540000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28545000,28545000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28550000,28550000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28555000,28555000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28557000,28557000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28570000,28570000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28575000,28575000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28580000,28580000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28585000,28585000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28590000,28590000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28595000,28595000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28600001,28636999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28637000,28639999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28640000,28640000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28642000,28642000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28644000,28644000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28650000,28650000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28655000,28655000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28660000,28679999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28680000,28699999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28735000,28739999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28740000,28740000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28745000,28745000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28750000,28750000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28755000,28755000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28757000,28757000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28760000,28760000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28765000,28765000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28767000,28767000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28770000,28770000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28772000,28772000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28774000,28774000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28777000,28777000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28778000,28778000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28779000,28779000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28800000,28800000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28810000,28810000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28820000,28820000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28825000,28825000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28830000,28830000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28835000,28835000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28860000,28860000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28880000,28880000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28890001,28899999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28900001,28929999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28930000,28930000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28940000,28949999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28950000,28959999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28960000,28960000,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28970001,28989999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
28990001,28999999,5,,"47,68","47,68","91,84","118,78","160,74","241,98","0,184","0,3","9,18","0,6","32,7",20,"150,01",0,"271,98","3,35",100,"5,23"
29000001,29099999,5,,"49,29","60,87","63,01","75,18","79,59","109,93","1,044","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29100001,29129999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29130001,29139999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29140001,29159999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29160001,29184999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29185000,29189999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29190001,29199999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29200001,29229999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29230000,29239999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29240000,29254999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29255000,29259999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29260000,29279999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29280000,29284999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29285000,29289999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29290000,29294999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29295000,29299999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29300001,29329999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29330000,29344999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29345000,29349999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29350000,29359999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29360000,29369999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29370000,29374999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29375000,29379999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29380000,29389999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29390000,29394999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29395000,29397999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29398000,29399999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29400000,29449999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29450000,29459999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29460000,29469999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29470000,29479999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29480000,29489999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29490000,29499999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29500000,29539999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29540000,29549999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29550000,29559999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29560000,29579999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29580000,29589999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29590000,29599999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29600000,29614999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29615000,29619999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29620000,29629999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29630000,29639999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29640000,29644999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29645000,29649999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29650000,29664999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29665000,29669999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29670000,29679999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29680000,29689999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29690000,29699999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29700001,29719999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29720000,29724999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29725000,29729999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29730000,29744999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29745000,29749999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29750000,29759999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29760000,29769999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29770000,29779999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29780000,29784999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29785000,29794999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29795000,29799999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29800000,29819999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29820000,29829999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29830000,29842999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29843000,29844999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29845000,29849999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29850000,29879999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29880000,29884999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29885000,29889999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29890000,29899999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29900001,29919999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29920000,29926999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29927000,29929999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29930001,29949999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29950000,29959999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29960000,29969999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29970000,29979999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
29980000,29999999,5,,"65,69","79,18","82,83","90,00","100,90","138,49","1,462","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
30000001,31999999,5,,"30,82","47,58","50,66","58,89","62,20","79,08","0,897","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
32000001,32399999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
32400001,32449999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
32450000,32450000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
32470000,32470000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
32500001,32799999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
32800000,32800000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
32900000,32900000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
32920000,32920000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33000001,33199999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33200000,33200000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33350000,33350000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33400000,33499999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33500000,33599999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33600000,33600000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33620000,33620000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33650000,33650000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33680000,33680000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33800001,33979999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
33980000,33980000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34000001,34019999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34300000,34300000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34400000,34400000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34500001,34739999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
34740000,34740000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34750000,34750000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
34800000,34800000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34930000,34930000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34940000,34940000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34950000,34950000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34960000,34960000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
34990000,34990000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
35000001,35109999,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
35110000,35110000,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
35112000,35112000,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
35112800,35112800,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
35113000,35113000,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
35114000,35114000,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
35115000,35115000,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
35116000,35116000,8,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
