CEPI,CEPF,PRAZO(DIAS ÚTEIS),FRETE TOTAL MÍNIMO,10.000,20.000,40.000,60.000,70.000,100.000,VALOR EXCEDENTE,FRETE VALOR SOBRE A NOTA(%),GRIS MÍNIMO,GRIS(%),TRT MÍNIMO,TRT(%),FAIXA INICIAL DE ENTREGA,OUTRA TAXA VALOR FIXO,TDE VALOR FIXO,PEDÁGIO VALOR FIXO,PEDÁGIO FRAÇÃO A CADA x KG,CTE VALOR FIXO
37778000,37778000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37780000,37780000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37782000,37782000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37785000,37785000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37787000,37787000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37790000,37790000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37795000,37795000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37796000,37796000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37797000,37797000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37800000,37800000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37805000,37805000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37810000,37819999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37820000,37820000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37855000,37855000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37860000,37860000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37865000,37865000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37880000,37880000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37885000,37885000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37890000,37890000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37900001,37904999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37905000,37905000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37910000,37910000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37915000,37915000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37920000,37920000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37922000,37924999,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37925000,37925999,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37926000,37926000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37927000,37927000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37928000,37928000,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37929000,37929000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37930000,37939999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37940000,37940000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37945000,37945000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37948000,37948000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37950000,37951999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37952000,37952000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37952001,37959999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37960000,37960000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37965000,37965000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37968000,37969999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37970000,37970000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37973000,37974999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37975000,37975000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37980000,37980000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37990000,37990000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37993000,37993000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
37994000,37994000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
37997000,37997000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38000001,38100999,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38101000,38101000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38101001,38105999,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38106000,38106000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38106001,38107999,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38108000,38108000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38110000,38110000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38120000,38120000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38126000,38126000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38130000,38130970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38140000,38141999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38142000,38142000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38142001,38144999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38145000,38145000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38145001,38145971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38150000,38150000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38160000,38160971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38170000,38170970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38175000,38176970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38178000,38178970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38180001,38184999,5,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38185000,38185000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38190000,38190000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38193000,38193000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38195000,38195000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38196000,38196000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38198000,38198000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38200000,38205973,5,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38210000,38210000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38220000,38220970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38230000,38230971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38240000,38240971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38250000,38250971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38260000,38260970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38270000,38272971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38280000,38282971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38288000,38288971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38290000,38294971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38295000,38295972,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38300001,38309899,5,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38310000,38314999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38315000,38315000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38315001,38315970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38320000,38349999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38350000,38350971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38360000,38360970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38370000,38370971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38380000,38380970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38390000,38390970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38400001,38416999,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38417000,38417000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38417001,38417999,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38418000,38418000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38418001,38434999,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38435000,38435970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38435971,38439499,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38439500,38439500,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38439501,38439799,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38439800,38439800,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38439801,38439999,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38440001,38449999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38450000,38450000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38452000,38452000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38455000,38455000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38460000,38460972,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38470000,38470000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38475000,38479999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38480000,38489999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38490000,38490971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38500000,38500979,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38510000,38510971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38520000,38520970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38525000,38528970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38530000,38530000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38540000,38540970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38550000,38560971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38570000,38570970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38600000,38609999,6,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38610001,38612999,5,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38613000,38613000,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","585,01","271,98","4,1",100,"6,42"
38613001,38614999,5,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38615000,38615000,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","585,01","271,98","4,1",100,"6,42"
38615001,38619999,5,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38620000,38620000,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","585,01","271,98","4,1",100,"6,42"
38620001,38624999,5,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38625000,38627970,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38630000,38630973,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38640000,38640975,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38649000,38649999,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38650000,38650970,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38654000,38654973,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38658000,38658972,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38660000,38665970,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38680000,38687999,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38688000,38688000,8,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38688001,38688970,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38689000,38689999,8,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38690000,38693970,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38700001,38710999,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38711000,38711000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","68,56","271,98","4,1",100,"6,42"
38711001,38717970,5,,"45,44","45,44","56,34","61,79","67,24","81,78","0,577","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38720000,38722971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38730000,38730970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38735000,38737999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","68,56","271,98","4,1",100,"6,42"
38738000,38738000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38738001,38738971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","68,56","271,98","4,1",100,"6,42"
38740000,38749999,5,,"41,30","41,30","51,22","56,18","61,13","74,34","0,516","0,3","5,72","0,15",0,0,"200,01",0,"271,98","4,1",100,"6,42"
38750000,38754971,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38755000,38755970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38760000,38761999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38762000,38762000,7,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38762001,38762970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38770000,38771999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38772000,38772000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","585,01","271,98","4,1",100,"6,42"
38772001,38773999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38774000,38774000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","585,01","271,98","4,1",100,"6,42"
38774001,38777999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38778000,38778000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","585,01","271,98","4,1",100,"6,42"
38778001,38778970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38779000,38779970,6,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","75,41","271,98","4,1",100,"6,42"
38780000,38782970,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38785000,38787999,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01",0,"271,98","4,1",100,"6,42"
38788000,38788000,5,,"54,96","74,15","87,04","97,37","104,83","117,32","1,278","0,3","5,72","0,15",0,0,"100,01","585,01","271,98","4,1",100,"6,42"
