CEPI,CEPF,PRAZO(DIAS ÚTEIS),FRETE TOTAL MÍNIMO,10.000,20.000,30.000,50.000,75.000,100.000,VALOR EXCEDENTE,FRETE VALOR SOBRE A NOTA(%),TAS VALOR FIXO,SEGURO FLUVIAL MÍNIMO,SEGURO FLUVIAL(%),PEDÁGIO VALOR FIXO,PEDÁGIO FRAÇÃO A CADA x KG,SEGURO(%),OUTRA TAXA MÍNIMO,OUTRA TAXA(%),GRIS MÍNIMO,GRIS(%),TDE MÍNIMO,TDE MÁXIMO,TDE(%),CTE VALOR FIXO
13270001,13279999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13280001,13289999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13290001,13294999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13295001,13299999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13300001,13314999,4,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13315001,13319999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13320001,13329999,4,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13330001,13349999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13350000,13359999,6,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13360001,13369999,4,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13370000,13374999,6,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13375000,13379999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13380001,13389999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13390001,13399999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13400001,13439999,4,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13440001,13444999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13445001,13449999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13450001,13464999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13465001,13479999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13480001,13489999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13490000,13494999,5,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13495001,13499999,6,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13500001,13509999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13510001,13514999,5,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13515001,13519999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13520000,13524999,8,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13525001,13529999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13530000,13536999,8,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13537000,13539999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13540000,13549999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13550000,13559999,7,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13560001,13579999,4,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13580000,13589999,10,,"31,93","37,52","44,24","56,51","78,02","107,87","1,16",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13590000,13599999,10,,"31,93","37,52","44,24","56,51","78,02","107,87","1,16",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13600001,13609999,4,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13610001,13624999,3,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13625001,13629999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13630001,13649999,6,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13650001,13659999,6,,"31,93","37,52","44,24","56,51","78,02","107,87","1,16",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13660001,13669999,6,,"31,93","37,52","44,24","56,51","78,02","107,87","1,16",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13670000,13689999,6,,"31,93","37,52","44,24","56,51","78,02","107,87","1,16",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13690000,13699999,7,,"31,93","37,52","44,24","56,51","78,02","107,87","1,16",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13700000,13709999,6,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13710000,13714999,6,,"31,93","37,52","44,24","56,51","78,02","107,87","1,16",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13715000,13719999,7,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13720000,13729999,6,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13730001,13759999,6,,"31,93","37,52","44,24","56,51","78,02","107,87","1,16",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13760000,13769999,7,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13770000,13779999,7,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13780000,13789999,7,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13790000,13799999,7,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13800001,13819999,5,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13820000,13824999,5,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13825000,13829999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13830001,13834999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13835000,13839999,8,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13840001,13856999,5,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13857000,13859999,8,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13860001,13869999,6,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13870001,13879999,6,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13880000,13889999,7,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13890000,13899999,6,,"54,19","63,67","75,08","95,89","132,4","184,92","1,96",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13900001,13909999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13910001,13919999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13920000,13929999,3,,"30,56","35,9","42,34","54,07","74,66","103,23","1,11",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13930000,13939999,5,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13940000,13949999,5,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13950000,13959999,5,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13960000,13969999,5,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13970001,13989999,6,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
13990000,13994999,6,,"37,74","44,34","52,29","66,78","92,21","127,48","1,37",0,"5,0175",0,0,"14,7",100,"0,504",0,0,"5,00031","0,10001","692,57","4774,38",100,"5,00219"
